Year-Month,Date Interest,Days On Market
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,8/3/2017,
,8/10/2017,
,8/17/2017,
,8/24/2017,
,8/31/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,9/7/2017,
,9/14/2017,
,9/21/2017,
,9/28/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,10/5/2017,
,10/12/2017,
,10/19/2017,
,10/26/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
